img_path;count
data\train\images\10897.tif;415
data\train\images\10898.tif;622
data\train\images\10899.tif;725
data\train\images\109.tif;57
data\train\images\1090.tif;169
data\train\images\10900.tif;196
data\train\images\10901.tif;211
data\train\images\10902.tif;130
data\train\images\10903.tif;152
data\train\images\10904.tif;51
data\train\images\10905.tif;383
data\train\images\10906.tif;201
data\train\images\10907.tif;252
data\train\images\10908.tif;531
data\train\images\10909.tif;289
data\train\images\1091.tif;891
data\train\images\10910.tif;99
data\train\images\10911.tif;1140
data\train\images\10912.tif;120
data\train\images\10913.tif;168
data\train\images\10914.tif;765
data\train\images\10915.tif;572
data\train\images\10916.tif;190
data\train\images\10917.tif;459
data\train\images\10918.tif;230
data\train\images\10919.tif;736
data\train\images\1092.tif;823
data\train\images\10920.tif;97
data\train\images\10921.tif;146
data\train\images\10922.tif;281
data\train\images\10923.tif;144
data\train\images\10924.tif;338
data\train\images\10925.tif;212
data\train\images\10926.tif;242
data\train\images\10927.tif;94
data\train\images\10928.tif;105
data\train\images\10929.tif;701
data\train\images\1093.tif;241
data\train\images\10930.tif;447
data\train\images\10931.tif;100
data\train\images\10932.tif;623
data\train\images\10933.tif;450
data\train\images\10934.tif;685
data\train\images\10935.tif;251
data\train\images\10936.tif;179
data\train\images\10937.tif;289
data\train\images\10938.tif;135
data\train\images\10939.tif;191
data\train\images\1094.tif;186
data\train\images\10940.tif;210
data\train\images\10941.tif;319
data\train\images\10942.tif;354
data\train\images\10943.tif;124
data\train\images\10944.tif;624
data\train\images\10945.tif;197
data\train\images\10946.tif;466
data\train\images\10947.tif;161
data\train\images\10948.tif;275
data\train\images\10949.tif;180
data\train\images\1095.tif;196
data\train\images\10950.tif;379
data\train\images\10951.tif;192
data\train\images\10952.tif;136
data\train\images\10953.tif;148
data\train\images\10954.tif;615
data\train\images\10955.tif;129
data\train\images\10956.tif;208
data\train\images\10957.tif;620
data\train\images\10958.tif;297
data\train\images\10959.tif;230
data\train\images\1096.tif;235
data\train\images\10960.tif;123
data\train\images\10961.tif;465
data\train\images\10962.tif;972
data\train\images\10963.tif;172
data\train\images\10964.tif;234
data\train\images\10965.tif;238
data\train\images\10966.tif;195
data\train\images\10967.tif;248
data\train\images\10968.tif;145
data\train\images\10969.tif;246
data\train\images\1097.tif;550
data\train\images\10970.tif;120
data\train\images\10971.tif;221
data\train\images\10972.tif;189
data\train\images\10973.tif;100
data\train\images\10974.tif;142
data\train\images\10975.tif;746
data\train\images\10976.tif;143
data\train\images\10977.tif;128
data\train\images\10978.tif;661
data\train\images\10979.tif;955
data\train\images\1098.tif;440
data\train\images\10980.tif;91
data\train\images\10981.tif;576
data\train\images\10982.tif;314
data\train\images\10983.tif;398
data\train\images\10984.tif;130
data\train\images\10985.tif;227
data\train\images\10986.tif;194
data\train\images\10987.tif;759
data\train\images\10988.tif;168
data\train\images\10989.tif;476
data\train\images\1099.tif;620
data\train\images\10990.tif;587
data\train\images\10991.tif;89
data\train\images\10992.tif;324
data\train\images\10993.tif;446
data\train\images\10994.tif;105
data\train\images\10995.tif;240
data\train\images\10996.tif;98
data\train\images\10997.tif;760
data\train\images\10998.tif;470
data\train\images\10999.tif;122
data\train\images\11.tif;68
data\train\images\110.tif;41
data\train\images\1100.tif;402
data\train\images\11000.tif;258
data\train\images\11001.tif;152
data\train\images\11002.tif;278
data\train\images\11003.tif;492
data\train\images\11004.tif;64
data\train\images\11005.tif;188
data\train\images\11006.tif;91
data\train\images\11007.tif;334
data\train\images\11008.tif;437
data\train\images\11009.tif;287
data\train\images\1101.tif;451
data\train\images\11010.tif;227
data\train\images\11011.tif;1234
data\train\images\11012.tif;152
data\train\images\11013.tif;737
data\train\images\11014.tif;828
data\train\images\11015.tif;109
data\train\images\11016.tif;169
data\train\images\11017.tif;534
data\train\images\11018.tif;181
data\train\images\11019.tif;461
data\train\images\1102.tif;130
data\train\images\11020.tif;632
data\train\images\11021.tif;382
data\train\images\11022.tif;985
data\train\images\11023.tif;154
data\train\images\11024.tif;664
data\train\images\11025.tif;103
data\train\images\11026.tif;471
data\train\images\11027.tif;177
data\train\images\11028.tif;592
data\train\images\11029.tif;228
data\train\images\1103.tif;150
data\train\images\11030.tif;680
data\train\images\11031.tif;489
data\train\images\11032.tif;309
data\train\images\11033.tif;270
data\train\images\11034.tif;143
data\train\images\11035.tif;202
data\train\images\11036.tif;122
data\train\images\11037.tif;168
data\train\images\11038.tif;314
data\train\images\11039.tif;202
data\train\images\1104.tif;145
data\train\images\11040.tif;272
data\train\images\11041.tif;409
data\train\images\11042.tif;89
data\train\images\11043.tif;245
data\train\images\11044.tif;113
data\train\images\11045.tif;157
data\train\images\11046.tif;121
data\train\images\11047.tif;80
data\train\images\11048.tif;324
data\train\images\11049.tif;314
data\train\images\1105.tif;449
data\train\images\11050.tif;336
data\train\images\11051.tif;188
data\train\images\11052.tif;111
data\train\images\11053.tif;682
data\train\images\11054.tif;210
data\train\images\11055.tif;798
data\train\images\11056.tif;455
data\train\images\11057.tif;126
data\train\images\11058.tif;335
data\train\images\11059.tif;267
data\train\images\1106.tif;303
data\train\images\11060.tif;177
data\train\images\11061.tif;544
data\train\images\11062.tif;225
data\train\images\11063.tif;188
data\train\images\11064.tif;315
data\train\images\11065.tif;450
data\train\images\11066.tif;248
data\train\images\11067.tif;137
data\train\images\11068.tif;300
data\train\images\11069.tif;275
data\train\images\1107.tif;103
data\train\images\11070.tif;91
data\train\images\11071.tif;244
data\train\images\11072.tif;83
data\train\images\11073.tif;65
data\train\images\11074.tif;237
data\train\images\11075.tif;93
data\train\images\11076.tif;101
data\train\images\11077.tif;476
data\train\images\11078.tif;141
data\train\images\11079.tif;248
data\train\images\1108.tif;444
data\train\images\11080.tif;141
data\train\images\11081.tif;354
data\train\images\11082.tif;143
data\train\images\11083.tif;173
data\train\images\11084.tif;100
data\train\images\11085.tif;527
data\train\images\11086.tif;203
data\train\images\11087.tif;186
data\train\images\11088.tif;118
data\train\images\11089.tif;79
data\train\images\1109.tif;162
data\train\images\11090.tif;139
data\train\images\11091.tif;298
data\train\images\11092.tif;237
data\train\images\11093.tif;100
data\train\images\11094.tif;328
data\train\images\11095.tif;228
data\train\images\11096.tif;267
data\train\images\11097.tif;73
data\train\images\11098.tif;406
data\train\images\11099.tif;227
data\train\images\111.tif;45
data\train\images\1110.tif;366
data\train\images\11100.tif;84
data\train\images\11101.tif;122
data\train\images\11102.tif;272
data\train\images\11103.tif;89
data\train\images\11104.tif;133
data\train\images\11105.tif;411
data\train\images\11106.tif;110
data\train\images\11107.tif;292
data\train\images\11108.tif;120
data\train\images\11109.tif;108
data\train\images\1111.tif;164
data\train\images\11110.tif;104
data\train\images\11111.tif;102
data\train\images\11112.tif;269
data\train\images\11113.tif;83
data\train\images\11114.tif;108
data\train\images\11115.tif;70
data\train\images\11116.tif;351
data\train\images\11117.tif;462
data\train\images\11118.tif;239
data\train\images\11119.tif;184
data\train\images\1112.tif;123
data\train\images\11120.tif;104
data\train\images\11121.tif;252
data\train\images\11122.tif;371
data\train\images\11123.tif;246
data\train\images\11124.tif;438
data\train\images\11125.tif;209
data\train\images\11126.tif;200
data\train\images\11127.tif;122
data\train\images\11128.tif;132
data\train\images\11129.tif;82
data\train\images\1113.tif;377
data\train\images\11130.tif;103
data\train\images\11131.tif;172
data\train\images\11132.tif;360
data\train\images\11133.tif;175
data\train\images\11134.tif;206
data\train\images\11135.tif;88
data\train\images\11136.tif;131
data\train\images\11137.tif;76
data\train\images\11138.tif;209
data\train\images\11139.tif;85
data\train\images\1114.tif;126
data\train\images\11140.tif;93
data\train\images\11141.tif;240
data\train\images\11142.tif;363
data\train\images\11143.tif;150
data\train\images\11144.tif;154
data\train\images\11145.tif;227
data\train\images\11146.tif;147
data\train\images\11147.tif;519
data\train\images\11148.tif;117
data\train\images\11149.tif;241
data\train\images\1115.tif;479
data\train\images\11150.tif;444
data\train\images\11151.tif;323
data\train\images\11152.tif;128
data\train\images\11153.tif;186
data\train\images\11154.tif;63
data\train\images\11155.tif;95
data\train\images\11156.tif;53
data\train\images\11157.tif;85
data\train\images\11158.tif;297
data\train\images\11159.tif;157
data\train\images\1116.tif;147
data\train\images\11160.tif;96
data\train\images\11161.tif;210
data\train\images\11162.tif;161
data\train\images\11163.tif;117
data\train\images\11164.tif;195
data\train\images\11165.tif;148
data\train\images\11166.tif;80
data\train\images\11167.tif;138
data\train\images\11168.tif;340
data\train\images\11169.tif;395
data\train\images\1117.tif;163
data\train\images\11170.tif;76
data\train\images\11171.tif;139
data\train\images\11172.tif;108
data\train\images\11173.tif;495
data\train\images\11174.tif;86
data\train\images\11175.tif;125
data\train\images\11176.tif;142
data\train\images\11177.tif;94
data\train\images\11178.tif;118
data\train\images\11179.tif;250
data\train\images\1118.tif;356
data\train\images\11180.tif;374
data\train\images\11181.tif;313
data\train\images\11182.tif;498
data\train\images\11183.tif;118
data\train\images\11184.tif;61
data\train\images\11185.tif;483
data\train\images\11186.tif;376
data\train\images\11187.tif;284
data\train\images\11188.tif;656
data\train\images\11189.tif;125
data\train\images\1119.tif;405
data\train\images\11190.tif;418
data\train\images\11191.tif;358
data\train\images\11192.tif;310
data\train\images\11193.tif;374
data\train\images\11194.tif;83
data\train\images\11195.tif;474
data\train\images\11196.tif;406
data\train\images\11197.tif;277
data\train\images\11198.tif;96
data\train\images\11199.tif;337
data\train\images\112.tif;112
data\train\images\1120.tif;976
data\train\images\11200.tif;216
data\train\images\11201.tif;226
data\train\images\11202.tif;171
data\train\images\11203.tif;225
data\train\images\11204.tif;147
data\train\images\11205.tif;170
data\train\images\11206.tif;137
data\train\images\11207.tif;205
data\train\images\11208.tif;475
data\train\images\11209.tif;175
data\train\images\1121.tif;258
data\train\images\11210.tif;88
data\train\images\11211.tif;578
data\train\images\11212.tif;227
data\train\images\11213.tif;75
data\train\images\11214.tif;121
data\train\images\11215.tif;309
data\train\images\11216.tif;120
data\train\images\11217.tif;132
data\train\images\11218.tif;290
data\train\images\11219.tif;288
data\train\images\1122.tif;429
data\train\images\11220.tif;118
data\train\images\11221.tif;89
data\train\images\11222.tif;197
data\train\images\11223.tif;108
data\train\images\11224.tif;79
data\train\images\11225.tif;160
data\train\images\11226.tif;182
data\train\images\11227.tif;409
data\train\images\11228.tif;489
data\train\images\11229.tif;142
data\train\images\1123.tif;406
data\train\images\11230.tif;170
data\train\images\11231.tif;501
data\train\images\11232.tif;83
data\train\images\11233.tif;247
data\train\images\11234.tif;327
data\train\images\11235.tif;279
data\train\images\11236.tif;288
data\train\images\11237.tif;302
data\train\images\11238.tif;145
data\train\images\11239.tif;173
data\train\images\1124.tif;523
data\train\images\11240.tif;301
data\train\images\11241.tif;593
data\train\images\11242.tif;157
data\train\images\11243.tif;62
data\train\images\11244.tif;418
data\train\images\11245.tif;176
data\train\images\11246.tif;279
data\train\images\11247.tif;72
data\train\images\11248.tif;260
data\train\images\11249.tif;385
data\train\images\1125.tif;129
data\train\images\11250.tif;110
data\train\images\11251.tif;465
data\train\images\11252.tif;85
data\train\images\11253.tif;142
data\train\images\11254.tif;71
data\train\images\11255.tif;245
data\train\images\11256.tif;324
data\train\images\11257.tif;172
data\train\images\11258.tif;604
data\train\images\11259.tif;155
data\train\images\1126.tif;207
data\train\images\11260.tif;115
data\train\images\11261.tif;127
data\train\images\11262.tif;624
data\train\images\11263.tif;474
data\train\images\11264.tif;293
data\train\images\11265.tif;162
data\train\images\11266.tif;356
data\train\images\11267.tif;75
data\train\images\11268.tif;267
data\train\images\11269.tif;75
data\train\images\1127.tif;568
data\train\images\11270.tif;122
data\train\images\11271.tif;95
data\train\images\11272.tif;188
